denuncia_numero;fecha;hora;mins;hecho_provincia;hecho_municipio;hecho_localidad;hecho_discriminacion;hecho_irregularidades;hecho_lugar;hecho_cometido_por;hecho_tipo_violencia;hecho_accion_realizada;denuncia_estado;denuncia_fecha_cambio_estado;denuncia_via_ingreso;denuncia_fecha_hora_carga;hecho_provincia_id
360;7/1/2012;2;30;Ciudad Autónoma de Buenos Aires;Barrio Villa del Parque;;Por aspecto físico;;En el acceso local;;;;Derivado;10/7/2012;Página web de RENCAP ;7/7/2012 22:11;2
361;7/7/2012;2;0;Ciudad Autónoma de Buenos Aires;Barrio San Nicolás;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;;;;Derivado;10/7/2012;Página web de RENCAP ;8/7/2012 20:41;2
362;7/7/2012;3;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;En el interior del local;;Agresión verbal - Agresión física;;Derivado;10/7/2012;Página web de RENCAP ;9/7/2012 23:22;2
363;7/7/2012;3;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;Hay mas personas que las permitidas por la habilitación - Presencia de menores;;;;;Derivado;10/7/2012;Página web de RENCAP ;9/7/2012 23:35;2
364;9/7/2012;4;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el interior del local - En el acceso local;Controladores;Agresión física;;Derivado;11/7/2012;Call Center;10/7/2012 16:30;2
365;7/7/2012;3;0;Buenos Aires;San Nicolás de Los Arroyos;;Por orientacion sexual;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;11/7/2012;Página web de RENCAP ;10/7/2012 19:40;6
366;7/7/2012;4;0;Buenos Aires;San Nicolás de Los Arroyos;;Por orientacion sexual;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;11/7/2012;Página web de RENCAP ;10/7/2012 19:44;6
367;6/7/2012;0;0;Buenos Aires;Junín;Junín;;;En el acceso local;Controladores;;;Derivado;11/7/2012;Call Center;11/7/2012 12:39;6
368;8/7/2012;6;0;Buenos Aires;Vicente López;;;;En el acceso local;Controladores;Agresión física;;Derivado;12/7/2012;Call Center;12/7/2012 11:08;6
369;8/7/2012;4;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el interior del local;Personas vinculadas a la empresa;Agresión física;;Derivado;16/7/2012;Call Center;16/7/2012 14:01;2
370;15/7/2012;6;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;No exhibe nomina de personal de control habilitado;En el interior del local - En el acceso local;Personal de empresas de seguridad;Agresión física;;Derivado;16/7/2012;Call Center;16/7/2012 14:56;2
371;18/7/2012;0;30;Ciudad Autónoma de Buenos Aires;Barrio Saavedra;;Por aspecto físico;Presencia de menores;En el acceso local;Controladores;;;Desestimado;2/8/2012;Call Center;18/7/2012 13:46;2
372;15/7/2012;3;0;Buenos Aires;Salto;Salto;;;En el interior del local;Controladores;Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;23/7/2012;Call Center;19/7/2012 11:05;6
373;13/7/2012;3;0;Córdoba;Villa María;;Racial;;En el acceso local;Controladores;;;Derivado;23/7/2012;Call Center;19/7/2012 13:19;14
374;20/7/2012;1;10;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;Por aspecto físico;No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;;;;Derivado;2/8/2012;Página web de RENCAP ;20/7/2012 15:08;2
375;21/7/2012;4;0;Buenos Aires;General Pueyrredón;Mar del Plata;;;En el interior del local;Controladores;Agresión verbal;;Derivado;24/7/2012;Call Center;23/7/2012 11:19;6
376;20/7/2012;6;0;Ciudad Autónoma de Buenos Aires;Barrio Retiro;;;;En el interior del local - En el acceso local;Controladores - Personas vinculadas a la empresa;Agresión verbal - Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;26/7/2012;Call Center;25/7/2012 15:35;2
377;21/7/2012;5;0;Buenos Aires;Villa Gesell;Villa Gesell;;;En el interior del local;Controladores;Agresión física;Se hizo denuncia policial;Derivado;27/7/2012;Call Center;26/7/2012 13:44;6
378;15/7/2012;4;15;Buenos Aires;Salto;Salto;;;En el interior del local - En las proximidades del local;Controladores - Personas vinculadas a la empresa;Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Desestimado;2/8/2012;Página web de RENCAP ;26/7/2012 23:40;6
379;8/4/2012;4;26;Buenos Aires;Quilmes;Quilmes Oeste;;El personal de control no esta identificado;En el interior del local;Personal de empresas de seguridad - Personas vinculadas a la empresa - Policias;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;6/8/2012;Página web de RENCAP ;4/8/2012 19:31;6
380;8/4/2012;1;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;No exhibe nomina de personal de control habilitado;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;14/8/2012;Página web de RENCAP ;6/8/2012 14:00;2
381;8/5/2012;2;18;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Racial;No exhibe condiciones de adminsión y permanencia;;;;;Derivado;9/8/2012;Página web de RENCAP ;7/8/2012 13:26;2
382;8/4/2012;1;12;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Desestimado;27/8/2012;Página web de RENCAP ;8/8/2012 20:11;2
383;28/7/2012;1;0;Santa Fe;Santa Fe;Santa Fe;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;17/8/2012;Call Center;16/8/2012 14:02;82
384;10/8/2012;8;0;Buenos Aires;San Isidro;San Isidro;Por aspecto físico;;En el acceso local;Controladores;Agresión verbal;;Derivado;24/8/2012;Call Center;22/8/2012 13:07;6
385;18/8/2012;1;30;Buenos Aires;Bahía Blanca;Bahía Blanca;Por aspecto físico - Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores - Personas vinculadas a la empresa;Agresión verbal;;Derivado;28/8/2012;Call Center;22/8/2012 19:26;6
386;26/8/2012;3;30;Buenos Aires;La Matanza;Ramos Mejía;;;En el interior del local - En el acceso local;Controladores;Agresión física;;Derivado;28/8/2012;Call Center;27/8/2012 12:26;6
387;27/8/2012;2;0;Buenos Aires;Moreno;Moreno;Por orientacion sexual;;En el interior del local;Controladores;Agresión verbal - Agresión física;;Derivado;28/8/2012;Call Center;27/8/2012 16:26;6
388;26/8/2012;2;30;Buenos Aires;Lomas de Zamora;Lomas de Zamora;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad;;;Derivado;28/8/2012;Página web de RENCAP ;27/8/2012 20:41;6
389;26/8/2012;2;45;Buenos Aires;Lomas de Zamora;Lomas de Zamora;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;28/8/2012;Página web de RENCAP ;27/8/2012 20:48;6
390;8/4/2012;3;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;;;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;31/8/2012;Página web de RENCAP ;28/8/2012 07:25;2
391;8/4/2012;0;12;Ciudad Autónoma de Buenos Aires;Barrio Liniers;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;Agresión verbal - Agresión física;;Desestimado;27/9/2012;Página web de RENCAP ;30/8/2012 17:05;2
392;8/4/2012;2;40;Buenos Aires;San Miguel;Bella Vista;;El personal de control no esta identificado;En el interior del local - En el acceso local - En las proximidades del local;Personas vinculadas a la empresa;Agresión verbal;Se solicitó asistencia policial;Desestimado;20/9/2012;Página web de RENCAP ;31/8/2012 19:05;6
393;8/4/2012;2;40;Buenos Aires;San Miguel;Bella Vista;;;En el interior del local - En el acceso local - En las proximidades del local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa - Policias;Agresión verbal - Agresión física;;Desestimado;18/9/2012;Página web de RENCAP ;31/8/2012 19:18;6
394;9/2/2012;2;0;Buenos Aires;Lanús;Lanús;Por aspecto físico - Por indumentaria;;;;;;Derivado;20/9/2012;Página web de RENCAP ;2/9/2012 16:03;6
395;9/1/2012;2;0;Buenos Aires;Tres de Febrero;Lomas del Palomar;Por indumentaria - Por ideologia;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores;Agresión verbal - Agresión física;;Derivado;7/9/2012;Página web de RENCAP ;3/9/2012 12:54;6
396;9/1/2012;3;30;Misiones;Posadas;POSADAS;Por orientacion sexual;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el interior del local;Controladores - Policias;Agresión física;;Derivado;2/10/2012;Página web de RENCAP ;8/9/2012 00:02;54
397;9/8/2012;20;40;Tierra del Fuego;Ushuaia;USHUAIA;Por aspecto físico - Por indumentaria;;En el interior del local - En el acceso local;Personal de empresas de seguridad - Policias;Agresión verbal - Agresión física;Se solicitó asistencia policial;Desestimado;20/9/2012;Página web de RENCAP ;10/9/2012 11:45;94
398;9/9/2012;7;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el interior del local;Personal de empresas de seguridad;Agresión física;Se hizo denuncia policial;Derivado;11/9/2012;Página web de RENCAP ;10/9/2012 14:57;2
399;9/2/2012;1;20;Santa Fe;Santa Fe;Santa Fe;Por aspecto físico - Por indumentaria - Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Personal de empresas de seguridad;;Se solicitó asistencia policial;Derivado;21/9/2012;Página web de RENCAP ;19/9/2012 15:44;82
400;9/9/2012;4;30;Buenos Aires;La Matanza;Gonzalez Catán;;;En el interior del local - En el acceso local;Controladores;Agresión física;;Derivado;1/10/2012;Call Center;21/9/2012 10:00;6
401;22/9/2012;2;0;Buenos Aires;General San Martín;Gral. San Martín;Por indumentaria;No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;27/9/2012;Página web de RENCAP ;22/9/2012 21:32;6
402;9/8/2012;1;0;Ciudad Autónoma de Buenos Aires;Barrio Villa del Parque;;Por aspecto físico - Por indumentaria;;;;;;Derivado;26/9/2012;Página web de RENCAP ;23/9/2012 21:47;2
403;9/1/2012;0;1;Ciudad Autónoma de Buenos Aires;Barrio Villa Urquiza;;Por aspecto físico;;En el acceso local;;;;Derivado;1/10/2012;Página web de RENCAP ;27/9/2012 15:16;2
404;23/9/2012;5;30;Buenos Aires;Quilmes;Quilmes;;;En el interior del local - En el acceso local;Controladores;Agresión física;;Derivado;2/10/2012;Call Center;28/9/2012 12:08;6
405;9/1/2012;23;30;Tucumán;San Miguel de Tucumán;SAN MIGUEL DE TUCUMAN;Por aspecto físico - Por indumentaria;;En el acceso local;Personal de empresas de seguridad - Policias;Agresión física;;Derivado;5/10/2012;Página web de RENCAP ;28/9/2012 15:16;90
406;27/9/2012;21;50;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;1/10/2012;Call Center;28/9/2012 15:26;2
407;23/9/2012;3;0;Ciudad Autónoma de Buenos Aires;Barrio Villa Pueyrredón;;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;1/10/2012;Call Center;28/9/2012 15:32;2
408;9/9/2012;3;0;Ciudad Autónoma de Buenos Aires;Barrio Villa Devoto;;Por aspecto físico;;;;;;Desestimado;1/10/2012;Página web de RENCAP ;28/9/2012 15:33;2
409;6/8/2012;3;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia;En el acceso local;;;;Derivado;5/10/2012;Página web de RENCAP ;28/9/2012 22:35;2
410;10/1/2012;4;15;Chubut;Puerto Madryn;PUERTO MADRYN;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia;;;;;Derivado;16/11/2012;Página web de RENCAP ;30/9/2012 07:15;26
411;10/1/2012;3;30;Ciudad Autónoma de Buenos Aires;Barrio Villa del Parque;;Por aspecto físico;;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;2/10/2012;Página web de RENCAP ;1/10/2012 19:17;2
412;2/10/2012;2;0;Ciudad Autónoma de Buenos Aires;Barrio Almagro;;;;En el interior del local;Controladores;Agresión física;;Derivado;2/10/2012;Call Center;2/10/2012 13:36;2
413;10/1/2012;15;0;Buenos Aires;Quilmes;Quilmes;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores - Personal de empresas de seguridad;;;Derivado;4/10/2012;Página web de RENCAP ;3/10/2012 16:04;6
414;2/10/2012;0;30;Buenos Aires;Quilmes;Quilmes;Por orientacion sexual;;En el interior del local;Controladores;;;Derivado;9/10/2012;Call Center;5/10/2012 15:03;6
415;10/5/2012;1;45;Ciudad Autónoma de Buenos Aires;Barrio Villa Ortúzar;;;El personal de control no esta identificado;En el acceso local;Personas vinculadas a la empresa;;;Derivado;15/10/2012;Página web de RENCAP ;5/10/2012 18:42;2
416;10/6/2012;2;0;Buenos Aires;Esteban Echeverría;Monte Grande;Por aspecto físico - Por indumentaria - Por ideologia;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;;;Derivado;10/10/2012;Página web de RENCAP ;6/10/2012 11:43;6
417;10/8/2012;3;15;Buenos Aires;Lomas de Zamora;Lomas de Zamora;;;En el interior del local - En las proximidades del local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa - Policias;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;15/10/2012;Página web de RENCAP ;9/10/2012 17:21;6
418;21/9/2012;23;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;;;;;;Derivado;17/10/2012;Página web de RENCAP ;10/10/2012 22:24;2
419;10/6/2012;4;0;Buenos Aires;Bragado;Bragado;Por ideologia;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el interior del local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;1/11/2012;Página web de RENCAP ;14/10/2012 22:08;6
420;10/1/2012;1;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;;Derivado;17/10/2012;Página web de RENCAP ;16/10/2012 09:52;2
421;8/10/2012;3;15;Buenos Aires;Lomas de Zamora;;;;En el interior del local - En el acceso local - En las proximidades del local;Controladores - Policias;Agresión verbal - Agresión física;Se solicitó asistencia policial;Desestimado;17/10/2012;Call Center;16/10/2012 14:55;6
422;14/10/2012;22;0;Ciudad Autónoma de Buenos Aires;Barrio San Nicolás;;Por indumentaria;;En el acceso local;Controladores;;;Derivado;17/10/2012;Call Center;16/10/2012 15:03;2
423;13/10/2012;20;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;Presencia de menores;;;;;Derivado;17/10/2012;Call Center;16/10/2012 15:10;2
424;24/9/2012;6;0;Buenos Aires;La Matanza;G. de Laferrere;;;En el interior del local;Controladores;Agresión física;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;22/10/2012;Call Center;19/10/2012 14:50;6
425;19/10/2012;0;43;Tucumán;San Miguel de Tucumán;SAN MIGUEL DE TUCUMAN;Por aspecto físico - Por orientacion sexual;;En el acceso local;Controladores - Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;1/11/2012;Página web de RENCAP ;25/10/2012 18:47;90
426;25/10/2012;3;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;;;En las proximidades del local;Personal de empresas de seguridad - Personas vinculadas a la empresa - Policias;Agresión física;Se hizo denuncia policial;Derivado;31/10/2012;Página web de RENCAP ;26/10/2012 00:06;2
427;10/1/2012;1;0;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Personas vinculadas a la empresa - Policias;Agresión verbal - Agresión física;;Derivado;30/10/2012;Página web de RENCAP ;27/10/2012 20:35;14
428;9/8/2012;2;0;Buenos Aires;Berisso;Berisso;Por aspecto físico;No exhibe condiciones de adminsión y permanencia - Presencia de menores;;;Agresión verbal;;Derivado;1/11/2012;Página web de RENCAP ;27/10/2012 22:21;6
429;26/10/2012;2;0;Buenos Aires;San Miguel;San Miguel;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores;;;Derivado;1/11/2012;Call Center;31/10/2012 12:57;6
